1,接种,1174
2,疫苗,965
3,新冠,804
4,印度,489
5,新增,330
6,疫情,327
7,病例,304
8,确诊,275
9,病毒,208
10,单日,197
11,肺炎,187
12,21,170
13,兽医,160
14,2021,150
15,工作,144
16,全球,143
17,累计,140
18,截至,137
19,30,132
20,预约,129
21,冠状病毒,128
22,个人,126
23,台湾同胞,120
24,犬用,120
25,时间,112
26,24,110
27,第二,107
28,健康,106
29,进行,105
30,视频,105
31,巴黎,100
32,迪士尼,100
33,法国,100
34,至少,100
35,智利,100
36,报告,93
37,万例,91
38,通过,86
40,微博,85
41,报道,84
42,河北省,84
43,吉事办,84
44,相关,84
45,没有,83
46,以上,81
47,全国,81
48,周末,80
49,乐园,80
50,去年,80
51,深圳,80
52,75,80
53,官员,80
54,工作人员,80
55,死亡,78
57,卫生部,75
58,数据,73
60,失控,66
61,目前,66
62,情况,65
63,卫生部门,65
64,小时,65
65,防控,64
66,强生,63
67,建档,63
68,功能,63
69,万剂,62
70,开放,62
71,万人,61
72,计划,60
73,法新社,60
74,周岁,60
75,诊所,60
76,对于,60
77,医疗,58
78,新型,48
79,卫生,45
80,医院,45
81,我们,45
82,主要,44
83,形势,44
84,可以,44
86,单位,43
87,根据,42
88,生产,42
89,身边,42
90,无症状,42
91,感染者,42
92,工厂,42
93,质控,42
94,前期,42
95,阶段,42
96,流行,42
97,有效,42
98,人群,42
99,近期,42
100,省内,42
101,群众,42
102,录入,42
103,广大群众,42
104,中国,41
105,服务,41
106,完成,41
107,部署,41
108,按照,41
109,启动,41
110,微信,41
111,18,41
112,基础,41
113,费用,41
114,一家,41
115,这家,41
116,不过,41
117,来源,41
118,处于,41
119,北京市,41
120,塞纳,40
121,马恩省,40
122,宣布,40
123,本月,40
124,依照,40
125,负责,40
126,运营,40
127,开门,40
129,一剂,40
130,拜登,40
131,亿剂,40
132,深圳市,40
133,以及,40
134,涉嫌,40
135,两名,40
136,卡拉,40
137,还有,40
138,牛粪,40
139,镜头,40
140,已经,40
141,表示,39
142,重症,39
143,。#,38
144,非常,38
145,该国,38
146,体系,38
147,崩溃,38
148,面临,38
149,短缺,38
150,过去,38
151,2104,37
152,新高,36
153,创下,36
154,病床,36
155,当地,35
156,北京,35
157,10,34
158,纪录,34
159,火葬场,28
160,发生,25
161,输入,25
162,中心,24
163,前线,24
164,路透社,24
165,登记,24
166,不得不,23
167,任务,23
168,美国,23
169,数量,23
170,严峻,23
171,导致,23
172,开展,22
173,临时,22
174,第一,22
175,知情,22
176,公共卫生,22
177,个省,21
178,自治区,21
179,直辖市,21
180,新疆生产建设兵团,21
181,20419.1,21
182,部门,21
183,每日,21
184,管理,21
185,原因,21
186,自愿,21
187,要求,21
188,标准,21
189,恐怖,21
190,供应者,21
191,之一,21
192,威胁,21
193,复苏,21
194,可能性,21
195,应该,21
196,基准,21
197,情形,21
198,之初,21
199,新华,21
200,街道社区,21
201,服务中心,21
202,组建,21
203,一支,21
204,小分队,21
205,投入,21
206,区新冠,21
207,所有,21
208,辛苦,21
209,值得,21
210,现有,21
211,医学观察,21
212,委员会,21
213,日#,21
214,北部,21
215,医护人员,21
216,是否,21
217,这些,21
218,这是,21
219,村民,21
220,通报,21
221,更是,21
222,专家,21
223,这种,21
224,停工,21
225,整改,21
226,原料,21
227,理由,21
228,不过关,21
229,公告,21
230,正式,21
231,签约,21
232,授权,21
233,流程,21
234,识别,21
235,一批,21
236,符合标准,21
237,原料药,21
238,进入,21
239,制造,21
240,填充,21
241,精加工,21
242,2166.94,21
243,1327.84,21
244,如何,21
245,当前,21
246,我国,21
247,总体,21
248,平稳,21
249,外防,21
250,内防,21
251,反弹,21
252,压力,21
253,很大,21
254,预防,21
255,控制,21
256,手段,21
257,个体,21
258,降低,21
259,发病,21
260,风险,21
261,群体,21
262,逐步,21
263,建立,21
264,免疫,21
265,屏障,21
266,阻断,21
267,国家,21
268,关于,21
269,我省,21
270,重点,21
271,面向,21
272,下一阶段,21
273,免费,21
274,本轮,21
275,APP,21
276,程序,21
277,网络,21
278,意愿,21
279,点击,21
280,首页,21
281,模块,21
282,预先,21
283,信息,21
284,到货,21
285,分发,21
286,就近,21
287,选择,21
288,开通,21
289,媒体,21
290,发出通知,21
291,留意,21
292,后续,21
293,通知,21
294,耐心,21
295,等待,21
296,温馨,21
297,提示,21
298,无需,21
299,支付,21
300,对象,21
301,前须,21
302,详细,21
303,了解,21
304,作用,21
305,禁忌症,21
306,事项,21
307,签署,21
308,同意书,21
309,才能,21
310,至关重要,21
311,节省,21
312,现场,21
313,个人信息,21
314,提高,21
315,工作效率,21
316,积极,21
317,配合,21
318,确保您,21
319,信息安全,21
320,设新冠,20
321,加速,20
322,设立,20
323,一处,20
324,大型,20
325,自本,20
326,堪称,20
327,欧洲,20
328,最大,20
329,文化娱乐,20
330,度假,20
331,波新冠,20
332,再度,20
333,闭门谢客,20
334,重开,20
335,恶化,20
336,推迟,20
337,设在,20
338,邻近,20
339,酒店,20
340,综合体,20
341,纽波特,20
342,俱乐部,20
343,那里,20
344,原本,20
345,会展中心,20
346,说法,20
347,这处,20
348,设施,20
349,当地政府,20
350,地方,20
351,力争,20
352,每天,20
353,1000,20
354,人次,20
355,其他,20
356,通常,20
357,周日,20
358,副总裁,20
359,埃里克,20
360,马里昂,20
361,声明,20
362,中说,20
363,支援,20
364,政府,20
365,感到,20
366,骄傲,20
367,法国政府,20
368,中旬,20
369,已有近,20
370,1280,20
371,总人口,20
372,19%,20
373,省区市,20
374,19896.5,20
375,详见,20
376,附表,20
377,目标,20
378,已达成,20
379,今天,20
380,广东省,20
381,指挥部,20
382,属地,20
383,同等待遇,20
384,原则,20
385,日起,20
386,公众,20
387,居住,20
388,年龄,20
389,59,20
390,部分,20
391,60,20
392,特殊,20
393,身体,20
394,状况,20
395,适用人群,20
396,承担,20
397,居民,20
398,执行,20
399,一致,20
400,今起,20
401,深圳特区,20
402,TY,20
403,）印度,20
404,昏庸,20
405,接受,20
406,调查,20
407,事情,20
408,之所以,20
409,现在,20
410,曝光,20
411,是因为,20
412,本周,20
413,缴纳,20
414,罚款,20
415,视察,20
416,城市,20
417,发现,20
418,规定,20
419,口罩,20
420,第一批,20
421,12,20
422,运抵,20
423,据调查,20
424,一名,20
425,不光,20
426,此人,20
427,另一名,20
428,这样,20
429,犬类,20
430,不是,20
431,回事,20
432,一些,20
433,矿工,20
434,提及,20
435,出现,20
436,不良反应,20
437,所在,20
438,地区,20
439,罗萨娜,20
440,迪娅斯,20
441,危险,20
442,图片,20
443,资料,20
444,一条,20
445,味道,20
446,祈求,20
447,要是,20
448,有用,20
449,的话,20
450,吃药,20
451,干什么,20
452,看见,20
453,人员,20
454,密集度,20
455,害怕,20
456,大王,20
457,还是,20
458,爆发,20
459,濒临,20
460,焚化炉,20
461,烧坏,20
462,莫迪,20
463,这太,20
464,突然,20
466,钟南山,20
467,每次,20
468,只有,20
469,45,20
470,分钟,20
471,锻炼身体,20
472,每周,20
473,妻子,20
474,教练,20
475,小华弟,20
476,日增,20
477,中国使馆,20
478,公民,20
479,非必要,20
480,出行,20
481,295041,20
482,当天,20
483,病亡,20
484,两项,20
485,数字,20
486,暴发,20
487,以来,20
488,最高值,20
489,几周,20
490,严重,20
491,边缘,20
492,物资,20
493,问题,20
494,最近,20
495,保持,20
496,逼近,20
497,快速增长,20
498,表明,20
499,传播,20
500,视频FDA,20
501,患者,20
502,）#,19
503,15930965,19
504,184657,19
505,CD,18
506,新闻,18
507,达到,18
508,此外,18
509,这一,18
510,艾哈迈德,18
511,医学,18
512,协会,18
513,AHMEDABAD,18
514,MEDICAL,18
515,ASSOCIATION,18
516,主席,18
517,里特,18
518,加德,18
519,博士,18
520,DR,18
521,KIRIT,18
522,GADHVI,18
523,不足,18
524,正在,18
525,获得,18
526,床位,18
527,苦苦,18
528,挣扎,18
529,监护室,18
530,氧疗,18
531,尤为,18
532,南卡罗来纳,18
533,医科大学,18
534,传染病,18
535,助理,18
536,教授,18
537,蒂卡,18
538,库帕利,18
539,KRUTIKA,18
540,KUPPALLI,18
541,指出,18
542,成为,18
543,经历,18
544,一场,18
545,危机,18
546,新高【,17
547,刷新,15
548,最新,15
549,公布,14
550,治愈,14
551,13454880,14
552,现存,14
553,2291428,14
554,网页,14
555,链接【,13
556,坚守,9
557,今日,8
558,各地,8
559,消息,6
560,最高,6
561,氧气,6
562,28,6
563,换防,6
564,彻底,5
565,记录,5
566,例新冠,5
567,此前,5
568,连续,5
569,数居,5
570,仅次于,5
571,医疗卫生,5
572,系统,5
573,不堪重负,5
574,处理,5
575,遗体,5
576,升至,5
577,平时,5
578,如此,5
579,泄露,5
580,事件,5
581,一所,5
582,名新冠,5
583,病人,5
584,出院,5
585,。【,4
586,境外,4
587,转入,4
588,临床,4
589,有些,3
590,瞬间,3
591,难忘,3
592,第三批,3
593,进驻,3
594,集中,3
595,隔离,3
596,观察点,3
597,战士,3
598,顺利完成,3
599,医疗保障,3
600,一声声,3
601,承诺,3
602,一个个,3
603,前行,3
604,脚印,3
605,持续,3
606,继续,3
607,超负荷,3
608,运转,3
609,知道,3
610,恒河,3
611,不能,3
612,浇灭,3
613,大火,3
614,国民,3
615,访谈,3
616,李智,3
617,上海,3
618,丹东,2
619,通化,2
620,沿线,2
621,列车,2
622,起来,2
623,发布,2
624,变异,2
625,居住地,2
626,居委会,2
627,中国籍,2
628,新高印度,1
629,氧气瓶,1
630,泄漏,1
631,已致,1
632,庆幸,1
633,自己,1
634,热门,1
635,公益,1
636,火车,1
637,移动,1
638,集市,1
639,沈阳,1
640,铁路,1
641,吉林,1
642,辽宁,1
643,4318,1
644,次列车,1
645,通灌线,1
646,唯一,1
647,一趟,1
648,旅客列车,1
649,百姓,1
650,联通,1
651,大山,1
652,外面,1
653,世界,1
654,交通工具,1
655,办起,1
656,大集,1
657,车厢,1
658,摆起,1
659,售卖,1
660,自家,1
661,蘑菇,1
662,山楂,1
663,蕨菜,1
664,自酿,1
665,蜂蜜,1
666,山货,1
667,旅客,1
668,眼界,1
669,不到,1
670,乡亲们,1
671,摊位,1
672,陆续,1
673,变得,1
674,钱袋子,1
675,央视网,1
676,视频#,1
677,参考,1
678,快讯,1
679,外媒,1
680,数首次,1
681,同时,1
682,特别,1
683,一种,1
684,起源于,1
685,突变,1
686,激增,1
687,西部,1
688,包括,1
689,首都,1
690,新德里,1
691,警告,1
692,他们,1
693,医用,1
694,维持,1
695,数个,1
696,闪峥,1
697,实习生,1
698,刘君羽,1
699,）北京市,1
700,）FDA,1
701,用人单位,1
702,强制,1
703,职工,1
704,必须,1
705,行为,1
706,违规,1
707,同意,1
708,针是,1
709,离职,1
710,哪里,1
711,请问,1
712,外省市,1
713,人来,1
714,居住证,1
715,只是,1
716,共计,1
717,1889,1
718,定点,1
719,医疗机构,1
720,精心,1
721,诊治,1
722,护理,1
723,专家组,1
724,评估,1
725,认为,1
726,符合国家,1
727,巴西,1
728,46,1
729,27,1
730,51,1
731,德国籍,1
732,54,1
733,做好,1
734,必要,1
735,随访,1
736,观察,1
737,链接,1
